"Pincode","Region.Quota"
465697,"Central"
465680,"Central"
431110,"Western"
431116,"Western"
759119,"Eastern"
759126,"Eastern"
759105,"Eastern"
759100,"Eastern"
472115,"Central"
472005,"Central"
472331,"Central"
472101,"Central"
472221,"Central"
474001,"Central"
475001,"Central"
475220,"Central"
606601,"Southern"
606805,"Southern"
606907,"Southern"
606906,"Southern"
606808,"Southern"
423701,"Western"
431133,"Western"
431154,"Western"
690515,"Southern"
690501,"Southern"
689508,"Southern"
689622,"Southern"
690102,"Southern"
690107,"Southern"
487001,"Central"
690508,"Southern"
690529,"Southern"
690104,"Southern"
689504,"Southern"
690509,"Southern"
466445,"Central"
670305,"Southern"
312624,"Northern"
475110,"Central"
474010,"Central"
577218,"Southern"
577221,"Southern"
577552,"Southern"
577227,"Southern"
577229,"Southern"
577233,"Southern"
577401,"Southern"
577412,"Southern"
577413,"Southern"
327605,"Northern"
327602,"Northern"
327025,"Northern"
466125,"Central"
431114,"Western"
450331,"Central"
450881,"Central"
422211,"Western"
422212,"Western"
422213,"Western"
422215,"Western"
443203,"Western"
412205,"Western"
412216,"Western"
410510,"Western"
412219,"Western"
410401,"Western"
410503,"Western"
412220,"Western"
410504,"Western"
412213,"Western"
412211,"Western"
431206,"Western"
431213,"Western"
416516,"Western"
770048,"Eastern"
769003,"Eastern"
416411,"Western"
416418,"Western"
416412,"Western"
416311,"Western"
416419,"Western"
416312,"Western"
327026,"Northern"
577453,"Southern"
577417,"Southern"
759145,"Eastern"
676521,"Southern"
679332,"Southern"
679339,"Southern"
691551,"Southern"
689501,"Southern"
690522,"Southern"
689674,"Southern"
689643,"Southern"
689675,"Southern"
413120,"Western"
412218,"Western"
680566,"Southern"
680682,"Southern"
680567,"Southern"
680662,"Southern"
680711,"Southern"
680702,"Southern"
680123,"Southern"
680668,"Southern"
680564,"Southern"
680697,"Southern"
680562,"Southern"
678581,"Southern"
678601,"Southern"
679536,"Southern"
679503,"Southern"
679511,"Southern"
678596,"Southern"
678595,"Southern"
402101,"Western"
402302,"Western"
431117,"Western"
431150,"Western"
431113,"Western"
689649,"Southern"
689648,"Southern"
689691,"Southern"
486006,"Central"
695103,"Southern"
695310,"Southern"
695311,"Southern"
695605,"Southern"
695601,"Southern"
695602,"Southern"
695610,"Southern"
695609,"Southern"
695584,"Southern"
695612,"Southern"
695303,"Southern"
461990,"Central"
461116,"Central"
461331,"Central"
416549,"Western"
574103,"Southern"
574106,"Southern"
576102,"Southern"
576122,"Southern"
576247,"Southern"
576224,"Southern"
679506,"Southern"
678633,"Southern"
679523,"Southern"
679337,"Southern"
754113,"Eastern"
403709,"Western"
403728,"Western"
770015,"Eastern"
410208,"Western"
400702,"Western"
410206,"Western"
577418,"Southern"
577419,"Southern"
577435,"Southern"
577421,"Southern"
577452,"Southern"
577427,"Southern"
400707,"Western"
410201,"Western"
400704,"Western"
410101,"Western"
410220,"Western"
770016,"Eastern"
770075,"Eastern"
577224,"Southern"
576106,"Southern"
576108,"Southern"
457114,"Central"
695586,"Southern"
695614,"Southern"
695606,"Southern"
695141,"Southern"
695615,"Southern"
695607,"Southern"
695312,"Southern"
695021,"Southern"
695581,"Southern"
695011,"Southern"
483775,"Central"
450332,"Central"
422601,"Western"
413714,"Western"
413738,"Western"
413737,"Western"
413739,"Western"
487225,"Central"
632010,"Southern"
458883,"Central"
416704,"Western"
415801,"Western"
402308,"Western"
402403,"Western"
752121,"Eastern"
576124,"Southern"
576120,"Southern"
574111,"Southern"
574117,"Southern"
321615,"Northern"
461111,"Central"
461115,"Central"
461775,"Central"
574119,"Southern"
577416,"Southern"
577423,"Southern"
581129,"Southern"
581340,"Southern"
581412,"Southern"
581346,"Southern"
581347,"Southern"
581349,"Southern"
581450,"Southern"
581403,"Southern"
485775,"Central"
485226,"Central"
485221,"Central"
485551,"Central"
485778,"Central"
485666,"Central"
485334,"Central"
485113,"Central"
485771,"Central"
485331,"Central"
461223,"Central"
415643,"Western"
461771,"Central"
461551,"Central"
461228,"Central"
670595,"Southern"
670621,"Southern"
670592,"Southern"
670602,"Southern"
670331,"Southern"
670622,"Southern"
756129,"Eastern"
756163,"Eastern"
770037,"Eastern"
576225,"Southern"
576103,"Southern"
574105,"Southern"
574113,"Southern"
574115,"Southern"
574116,"Southern"
431703,"Western"
466113,"Central"
466118,"Central"
431513,"Western"
441907,"Western"
441910,"Western"
441909,"Western"
441110,"Western"
422222,"Western"
572116,"Southern"
624210,"Southern"
691556,"Southern"
690520,"Southern"
690561,"Southern"
624610,"Southern"
412201,"Western"
413115,"Western"
413802,"Western"
412307,"Western"
412304,"Western"
572223,"Southern"
695008,"Southern"
695122,"Southern"
695102,"Southern"
695304,"Southern"
695306,"Southern"
695608,"Southern"
695104,"Southern"
481111,"Central"
481102,"Central"
481051,"Central"
481332,"Central"
473551,"Central"
481117,"Central"
481226,"Central"
481224,"Central"
481445,"Central"
481337,"Central"
481115,"Central"
481441,"Central"
481551,"Central"
695144,"Southern"
695603,"Southern"
695307,"Southern"
695604,"Southern"
695305,"Southern"
695145,"Southern"
695583,"Southern"
695024,"Southern"
695028,"Southern"
689641,"Southern"
691554,"Southern"
689663,"Southern"
689621,"Southern"
689104,"Southern"
481222,"Central"
481116,"Central"
481556,"Central"
431509,"Western"
431702,"Western"
431508,"Western"
431521,"Western"
431514,"Western"
431505,"Western"
431402,"Western"
431720,"Western"
461441,"Central"
572142,"Southern"
572113,"Southern"
572118,"Southern"
572120,"Southern"
572121,"Southern"
422006,"Western"
422105,"Western"
572122,"Southern"
572124,"Southern"
689571,"Southern"
689572,"Southern"
431504,"Western"
431501,"Western"
689590,"Southern"
482003,"Central"
482002,"Central"
486550,"Central"
486553,"Central"
486335,"Central"
483105,"Central"
483110,"Central"
483220,"Central"
483113,"Central"
581186,"Southern"
581355,"Southern"
581401,"Southern"
416402,"Western"
482021,"Central"
483119,"Central"
482008,"Central"
483501,"Central"
483773,"Central"
486223,"Central"
486450,"Central"
461668,"Central"
690572,"Southern"
690512,"Southern"
690108,"Southern"
690558,"Southern"
689509,"Southern"
670504,"Southern"
416407,"Western"
402114,"Western"
402203,"Western"
485774,"Central"
485446,"Central"
485881,"Central"
415719,"Western"
416523,"Western"
416522,"Western"
416529,"Western"
416550,"Western"
431209,"Western"
444709,"Western"
444902,"Western"
670009,"Southern"
670006,"Southern"
670591,"Southern"
670593,"Southern"
686561,"Southern"
686601,"Southern"
313038,"Northern"
670613,"Southern"
670561,"Southern"
670303,"Southern"
571416,"Southern"
571417,"Southern"
571419,"Southern"
571422,"Southern"
571403,"Southern"
571475,"Southern"
571446,"Southern"
571476,"Southern"
571424,"Southern"
571425,"Southern"
571478,"Southern"
571428,"Southern"
571430,"Southern"
571433,"Southern"
571463,"Southern"
571402,"Southern"
571405,"Southern"
571605,"Southern"
571448,"Southern"
571606,"Southern"
571802,"Southern"
486117,"Central"
486111,"Central"
486123,"Central"
486331,"Central"
486338,"Central"
486114,"Central"
486005,"Central"
483330,"Central"
483331,"Central"
770070,"Eastern"
400708,"Western"
400706,"Western"
415711,"Western"
415208,"Western"
415612,"Western"
410221,"Western"
410207,"Western"
410203,"Western"
770076,"Eastern"
679552,"Southern"
679301,"Southern"
678583,"Southern"
678582,"Southern"
679335,"Southern"
461110,"Central"
721232,"Eastern"
721149,"Eastern"
721156,"Eastern"
444802,"Western"
444711,"Western"
444905,"Western"
412801,"Western"
679123,"Southern"
679313,"Southern"
680571,"Southern"
680669,"Southern"
680663,"Southern"
680701,"Southern"
678591,"Southern"
679521,"Southern"
679103,"Southern"
770022,"Eastern"
770024,"Eastern"
770013,"Eastern"
472337,"Central"
472442,"Central"
472246,"Central"
472336,"Central"
472447,"Central"
637401,"Southern"
636301,"Southern"
637403,"Southern"
636202,"Southern"
636451,"Southern"
415107,"Western"
415116,"Western"
415022,"Western"
571812,"Southern"
571436,"Southern"
483770,"Central"
483222,"Central"
483880,"Central"
483336,"Central"
283114,"Central"
283126,"Central"
473249,"Central"
473118,"Central"
473222,"Central"
473287,"Central"
571421,"Southern"
571450,"Southern"
636354,"Southern"
637502,"Southern"
473113,"Central"
679330,"Southern"
679329,"Southern"
673637,"Southern"
572125,"Southern"
572127,"Southern"
572128,"Southern"
423303,"Western"
423501,"Western"
450991,"Central"
450051,"Central"
413216,"Western"
770073,"Eastern"
768108,"Eastern"
770019,"Eastern"
770018,"Eastern"
770012,"Eastern"
770017,"Eastern"
415729,"Western"
415519,"Western"
415513,"Western"
412805,"Western"
415013,"Western"
415523,"Western"
415525,"Western"
444708,"Western"
571429,"Southern"
571418,"Southern"
752085,"Eastern"
721260,"Eastern"
721140,"Eastern"
574143,"Southern"
574144,"Southern"
574151,"Southern"
574153,"Southern"
574199,"Southern"
575007,"Southern"
575029,"Southern"
577544,"Southern"
574141,"Southern"
574142,"Southern"
570010,"Southern"
283123,"Central"
282007,"Central"
282006,"Central"
282009,"Central"
283101,"Central"
283102,"Central"
415610,"Western"
415620,"Western"
415617,"Western"
416701,"Western"
415639,"Western"
415806,"Western"
416705,"Western"
444915,"Western"
444901,"Western"
689103,"Southern"
689108,"Southern"
473110,"Central"
688011,"Southern"
444707,"Western"
444710,"Western"
444903,"Western"
444801,"Western"
473885,"Central"
473585,"Central"
473793,"Central"
473665,"Central"
473774,"Central"
283105,"Central"
445109,"Western"
445103,"Western"
445101,"Western"
415502,"Western"
415511,"Western"
415522,"Western"
415003,"Western"
415002,"Western"
415010,"Western"
415209,"Western"
415520,"Western"
224001,"Central"
224225,"Central"
224121,"Central"
575023,"Southern"
575028,"Southern"
282002,"Central"
283110,"Central"
756128,"Eastern"
756118,"Eastern"
752092,"Eastern"
752025,"Eastern"
752068,"Eastern"
752077,"Eastern"
752090,"Eastern"
767039,"Eastern"
416626,"Western"
752078,"Eastern"
423202,"Western"
416709,"Western"
415802,"Western"
752093,"Eastern"
415508,"Western"
415211,"Western"
415112,"Western"
415540,"Western"
415507,"Western"
415103,"Western"
465669,"Central"
574146,"Southern"
574154,"Southern"
575030,"Southern"
574150,"Southern"
575014,"Southern"
224123,"Central"
224126,"Central"
224127,"Central"
224202,"Central"
412312,"Western"
412212,"Western"
413114,"Western"
412214,"Western"
412107,"Western"
412108,"Western"
412115,"Western"
465683,"Central"
402303,"Western"
402108,"Western"
402208,"Western"
402116,"Western"
416401,"Western"
416409,"Western"
402109,"Western"
445201,"Western"
445202,"Western"
445207,"Western"
445203,"Western"
445230,"Western"
445301,"Western"
445001,"Western"
445209,"Western"
445105,"Western"
445401,"Western"
413725,"Western"
413720,"Western"
422611,"Western"
762018,"Eastern"
224116,"Central"
224204,"Central"
224209,"Central"
224135,"Central"
224189,"Central"
314801,"Northern"
314030,"Northern"
314035,"Northern"
314036,"Northern"
475661,"Central"
224141,"Central"
224208,"Central"
224228,"Central"
224206,"Central"
342311,"Northern"
342901,"Northern"
636204,"Southern"
636006,"Southern"
331304,"Northern"
331022,"Northern"
412104,"Western"
410505,"Western"
412209,"Western"
412301,"Western"
410516,"Western"
412210,"Western"
413116,"Western"
412204,"Western"
410506,"Western"
412208,"Western"
410507,"Western"
412202,"Western"
412402,"Western"
412103,"Western"
412106,"Western"
412305,"Western"
412311,"Western"
410512,"Western"
636111,"Southern"
636122,"Southern"
636308,"Southern"
636601,"Southern"
636602,"Southern"
752013,"Eastern"
752016,"Eastern"
752094,"Eastern"
752079,"Eastern"
752070,"Eastern"
752083,"Eastern"
679327,"Southern"
679328,"Southern"
464551,"Central"
676551,"Southern"
676504,"Southern"
636404,"Southern"
636501,"Southern"
636351,"Southern"
636309,"Southern"
636012,"Southern"
636303,"Southern"
412308,"Western"
412412,"Western"
676503,"Southern"
676562,"Southern"
636452,"Southern"
636458,"Southern"
636011,"Southern"
636302,"Southern"
636009,"Southern"
752081,"Eastern"
752026,"Eastern"
752065,"Eastern"
752080,"Eastern"
752091,"Eastern"
415510,"Western"
147004,"Northern"
401405,"Western"
331501,"Northern"
331502,"Northern"
413401,"Western"
442001,"Western"
442307,"Western"
764045,"Eastern"
764044,"Eastern"
445210,"Western"
445205,"Western"
445303,"Western"
415312,"Western"
415539,"Western"
415205,"Western"
415106,"Western"
415102,"Western"
415538,"Western"
415509,"Western"
686602,"Southern"
686016,"Southern"
721144,"Eastern"
721160,"Eastern"
721242,"Eastern"
721253,"Eastern"
721146,"Eastern"
321601,"Northern"
670005,"Southern"
670604,"Southern"
415207,"Western"
415105,"Western"
415111,"Western"
486115,"Central"
486440,"Central"
486340,"Central"
486447,"Central"
416506,"Western"
416207,"Western"
416210,"Western"
416216,"Western"
147102,"Northern"
147021,"Northern"
147201,"Northern"
333026,"Northern"
333027,"Northern"
333501,"Northern"
442904,"Western"
441215,"Western"
441212,"Western"
413409,"Western"
413214,"Western"
413226,"Western"
413220,"Western"
413406,"Western"
484224,"Central"
484776,"Central"
761017,"Eastern"
761215,"Eastern"
761207,"Eastern"
761210,"Eastern"
761206,"Eastern"
761208,"Eastern"
761015,"Eastern"
761212,"Eastern"
761214,"Eastern"
761217,"Eastern"
679535,"Southern"
680686,"Southern"
679305,"Southern"
678762,"Southern"
679302,"Southern"
415206,"Western"
415512,"Western"
415108,"Western"
342023,"Northern"
342027,"Northern"
342307,"Northern"
342605,"Northern"
413215,"Western"
413253,"Western"
413219,"Western"
413217,"Western"
413221,"Western"
413410,"Western"
413213,"Western"
413227,"Western"
413222,"Western"
413403,"Western"
413404,"Western"
413248,"Western"
413324,"Western"
413224,"Western"
413002,"Western"
413008,"Western"
486003,"Central"
458116,"Central"
458113,"Central"
670012,"Southern"
670601,"Southern"
690103,"Southern"
342603,"Northern"
151210,"Northern"
152115,"Northern"
152031,"Northern"
152101,"Northern"
344035,"Northern"
333023,"Northern"
333502,"Northern"
333024,"Northern"
333033,"Northern"
147202,"Northern"
450554,"Central"
413255,"Western"
143402,"Northern"
758017,"Eastern"
758047,"Eastern"
758016,"Eastern"
758043,"Eastern"
758076,"Eastern"
758045,"Eastern"
416218,"Western"
689595,"Southern"
482056,"Central"
679554,"Southern"
403507,"Western"
403004,"Western"
403510,"Western"
403512,"Western"
690540,"Southern"
690521,"Southern"
403511,"Western"
403505,"Western"
403506,"Western"
141127,"Northern"
416120,"Western"
416107,"Western"
416138,"Western"
416109,"Western"
416209,"Western"
770023,"Eastern"
403107,"Western"
403401,"Western"
403406,"Western"
416507,"Western"
331504,"Northern"
331518,"Northern"
331505,"Northern"
331802,"Northern"
482051,"Central"
483053,"Central"
482005,"Central"
331506,"Northern"
331517,"Northern"
495001,"Central"
688005,"Southern"
688007,"Southern"
689109,"Southern"
485112,"Central"
581187,"Southern"
415805,"Western"
415609,"Western"
344801,"Northern"
344027,"Northern"
151205,"Northern"
151213,"Northern"
151202,"Northern"
151204,"Northern"
344502,"Northern"
344012,"Northern"
344021,"Northern"
344708,"Northern"
695301,"Southern"
695004,"Southern"
695309,"Southern"
695313,"Southern"
695146,"Southern"
695589,"Southern"
695143,"Southern"
689502,"Southern"
689677,"Southern"
689585,"Southern"
689110,"Southern"
224183,"Central"
224186,"Central"
224227,"Central"
224190,"Central"
402202,"Western"
416524,"Western"
416420,"Western"
670007,"Southern"
670594,"Southern"
670011,"Southern"
670003,"Southern"
670611,"Southern"
721136,"Eastern"
721166,"Eastern"
689541,"Southern"
691525,"Southern"
759104,"Eastern"
673017,"Southern"
676561,"Southern"
676528,"Southern"
676303,"Southern"
676106,"Southern"
676302,"Southern"
676320,"Southern"
676103,"Southern"
676105,"Southern"
676301,"Southern"
676306,"Southern"
676311,"Southern"
676502,"Southern"
458110,"Central"
458118,"Central"
444804,"Western"
415615,"Western"
413412,"Western"
413402,"Western"
441223,"Western"
764040,"Eastern"
444907,"Western"
410202,"Western"
570028,"Southern"
495677,"Central"
758020,"Eastern"
758018,"Eastern"
758030,"Eastern"
758026,"Eastern"
758019,"Eastern"
143111,"Northern"
143022,"Northern"
143601,"Northern"
758021,"Eastern"
758038,"Eastern"
758035,"Eastern"
758080,"Eastern"
758041,"Eastern"
673640,"Southern"
673636,"Southern"
473111,"Central"
473226,"Central"
689650,"Southern"
689668,"Southern"
689106,"Southern"
689105,"Southern"
412110,"Western"
412207,"Western"
412215,"Western"
410501,"Western"
413801,"Western"
412101,"Western"
410509,"Western"
412408,"Western"
411025,"Western"
413106,"Western"
412303,"Western"
410502,"Western"
576101,"Southern"
574118,"Southern"
581453,"Southern"
445323,"Western"
445211,"Western"
445102,"Western"
413715,"Western"
445110,"Western"
412404,"Western"
410515,"Western"
410405,"Western"
412203,"Western"
442102,"Western"
590006,"Southern"
590001,"Southern"
591113,"Southern"
758078,"Eastern"
624801,"Southern"
624005,"Southern"
144801,"Northern"
144629,"Northern"
314402,"Northern"
314804,"Northern"
152025,"Northern"
576111,"Southern"
757026,"Eastern"
757074,"Eastern"
757025,"Eastern"
757087,"Eastern"
410511,"Western"
412306,"Western"
575015,"Southern"
575013,"Southern"
576121,"Southern"
575010,"Southern"
574509,"Southern"
344044,"Northern"
344037,"Northern"
590016,"Southern"
590019,"Southern"
768027,"Eastern"
768038,"Eastern"
583101,"Southern"
344501,"Northern"
344031,"Northern"
344026,"Northern"
500045,"Southern"
500004,"Southern"
500033,"Southern"
500082,"Southern"
500028,"Southern"
147005,"Northern"
331507,"Northern"
147203,"Northern"
416143,"Western"
416101,"Western"
416114,"Western"
458339,"Central"
458553,"Central"
148022,"Northern"
148017,"Northern"
148026,"Northern"
148029,"Northern"
148030,"Northern"
148024,"Northern"
403110,"Western"
403104,"Western"
403105,"Western"
623513,"Southern"
623514,"Southern"
623515,"Southern"
623516,"Southern"
623517,"Southern"
623519,"Southern"
623308,"Southern"
623403,"Southern"
334001,"Northern"
575018,"Southern"
574145,"Southern"
575022,"Southern"
575017,"Southern"
314027,"Northern"
136118,"Northern"
136134,"Northern"
757014,"Eastern"
757018,"Eastern"
587331,"Southern"
151507,"Northern"
151302,"Northern"
151501,"Northern"
151005,"Northern"
151206,"Northern"
151508,"Northern"
151504,"Northern"
151101,"Northern"
757021,"Eastern"
757075,"Eastern"
757082,"Eastern"
757023,"Eastern"
757086,"Eastern"
757093,"Eastern"
623521,"Southern"
623523,"Southern"
484774,"Central"
484110,"Central"
484660,"Central"
637201,"Southern"
637202,"Southern"
637213,"Southern"
637203,"Southern"
637204,"Southern"
637214,"Southern"
637205,"Southern"
623537,"Southern"
623525,"Southern"
623503,"Southern"
623538,"Southern"
623528,"Southern"
623532,"Southern"
623531,"Southern"
623407,"Southern"
623530,"Southern"
623534,"Southern"
623533,"Southern"
623504,"Southern"
403403,"Western"
403513,"Western"
403108,"Western"
403530,"Western"
314401,"Northern"
314011,"Northern"
314406,"Northern"
314038,"Northern"
314034,"Northern"
334305,"Northern"
334021,"Northern"
334801,"Northern"
334303,"Northern"
575008,"Southern"
416111,"Western"
416106,"Western"
416104,"Western"
416103,"Western"
416112,"Western"
416205,"Western"
416001,"Western"
416230,"Western"
575019,"Southern"
490001,"Central"
144701,"Northern"
144041,"Northern"
144040,"Northern"
343030,"Northern"
343049,"Northern"
343042,"Northern"
689107,"Southern"
689589,"Southern"
314022,"Northern"
689588,"Southern"
601103,"Southern"
605101,"Southern"
605104,"Southern"
605014,"Southern"
605007,"Southern"
758032,"Eastern"
758085,"Eastern"
758086,"Eastern"
758087,"Eastern"
147104,"Northern"
140406,"Northern"
403114,"Western"
403404,"Western"
590011,"Southern"
590017,"Southern"
141126,"Northern"
403115,"Western"
403517,"Western"
314024,"Northern"
140408,"Northern"
307501,"Northern"
307026,"Northern"
307032,"Northern"
307511,"Northern"
307031,"Northern"
307512,"Northern"
307801,"Northern"
307019,"Northern"
307802,"Northern"
307513,"Northern"
495452,"Central"
495444,"Central"
224133,"Central"
422308,"Western"
331503,"Northern"
757052,"Eastern"
757040,"Eastern"
757019,"Eastern"
151502,"Northern"
151201,"Northern"
151506,"Northern"
151510,"Northern"
124001,"Northern"
321023,"Northern"
321022,"Northern"
321201,"Northern"
321602,"Northern"
416203,"Western"
623522,"Southern"
795128,"Eastern"
231305,"Central"
490026,"Central"
151208,"Northern"
344043,"Northern"
415104,"Western"
341516,"Northern"
341304,"Northern"
341318,"Northern"
341508,"Northern"
341519,"Northern"
458468,"Central"
209745,"Central"
209747,"Central"
209735,"Central"
413304,"Western"
413101,"Western"
413212,"Western"
413322,"Western"
413309,"Western"
413202,"Western"
413302,"Western"
413203,"Western"
209727,"Central"
209728,"Central"
457555,"Central"
457441,"Central"
457226,"Central"
457340,"Central"
457119,"Central"
457222,"Central"
457331,"Central"
457336,"Central"
457550,"Central"
224235,"Central"
490011,"Central"
410513,"Western"
412109,"Western"
410402,"Western"
575011,"Southern"
637503,"Southern"
637206,"Southern"
638008,"Southern"
637207,"Southern"
637208,"Southern"
637209,"Southern"
484116,"Central"
522101,"Southern"
484440,"Central"
457333,"Central"
457118,"Central"
465661,"Central"
333001,"Northern"
341503,"Northern"
757083,"Eastern"
416528,"Western"
413006,"Western"
331025,"Northern"
333021,"Northern"
333303,"Northern"
333701,"Northern"
333011,"Northern"
333707,"Northern"
333305,"Northern"
422305,"Western"
416110,"Western"
416146,"Western"
416121,"Western"
416108,"Western"
416231,"Western"
416005,"Western"
144624,"Northern"
416105,"Western"
607402,"Southern"
605004,"Southern"
605106,"Southern"
605010,"Southern"
605009,"Southern"
641663,"Southern"
641664,"Southern"
641607,"Southern"
641606,"Southern"
143119,"Northern"
758082,"Eastern"
413223,"Western"
451447,"Central"
451666,"Central"
416102,"Western"
416113,"Western"
344703,"Northern"
458664,"Central"
124507,"Northern"
124141,"Northern"
484444,"Central"
484334,"Central"
637101,"Southern"
623536,"Southern"
623524,"Southern"
623526,"Southern"
623409,"Southern"
623315,"Southern"
583153,"Southern"
148102,"Northern"
403103,"Western"
637102,"Southern"
637107,"Southern"
637303,"Southern"
637302,"Southern"
637301,"Southern"
638183,"Southern"
484330,"Central"
484881,"Central"
484886,"Central"
484887,"Central"
484336,"Central"
484447,"Central"
484551,"Central"
484770,"Central"
484771,"Central"
484669,"Central"
124513,"Northern"
484665,"Central"
484555,"Central"
679512,"Southern"
679505,"Southern"
458775,"Central"
458778,"Central"
458667,"Central"
414609,"Western"
413716,"Western"
422620,"Western"
413718,"Western"
413717,"Western"
413710,"Western"
423602,"Western"
423601,"Western"
422610,"Western"
414604,"Western"
414603,"Western"
678597,"Southern"
679306,"Southern"
262001,"Central"
400021,"Western"
484117,"Central"
413721,"Western"
413707,"Western"
423107,"Western"
413706,"Western"
231211,"Central"
231215,"Central"
231213,"Central"
795102,"Eastern"
795127,"Eastern"
457339,"Central"
148105,"Northern"
630551,"Southern"
637210,"Southern"
321407,"Northern"
313322,"Northern"
313327,"Northern"
313323,"Northern"
313328,"Northern"
313301,"Northern"
313706,"Northern"
758046,"Eastern"
799269,"Eastern"
799261,"Eastern"
465449,"Central"
465447,"Central"
441304,"Western"
441305,"Western"
341515,"Northern"
341305,"Northern"
341517,"Northern"
341306,"Northern"
341507,"Northern"
341506,"Northern"
341533,"Northern"
637304,"Southern"
637103,"Southern"
641669,"Southern"
414505,"Western"
451225,"Central"
451111,"Central"
451442,"Central"
451440,"Central"
307803,"Northern"
343040,"Northern"
343041,"Northern"
343022,"Northern"
343024,"Northern"
343021,"Northern"
343048,"Northern"
410406,"Western"
314026,"Northern"
314028,"Northern"
301411,"Northern"
301023,"Northern"
301701,"Northern"
301401,"Northern"
341509,"Northern"
341316,"Northern"
341319,"Northern"
484446,"Central"
141117,"Northern"
756114,"Eastern"
144404,"Northern"
641667,"Southern"
641604,"Southern"
500018,"Southern"
500081,"Southern"
500096,"Southern"
500041,"Southern"
500034,"Southern"
151503,"Northern"
151111,"Northern"
151002,"Northern"
756113,"Eastern"
756112,"Eastern"
756125,"Eastern"
756168,"Eastern"
756120,"Eastern"
756165,"Eastern"
756133,"Eastern"
756101,"Eastern"
756171,"Eastern"
756117,"Eastern"
756119,"Eastern"
756127,"Eastern"
756162,"Eastern"
756124,"Eastern"
148018,"Northern"
641605,"Southern"
641662,"Southern"
641666,"Southern"
641602,"Southern"
506013,"Southern"
344705,"Northern"
332709,"Northern"
332602,"Northern"
332603,"Northern"
332711,"Northern"
332713,"Northern"
332718,"Northern"
332404,"Northern"
332719,"Northern"
465674,"Central"
413705,"Western"
422604,"Western"
413719,"Western"
413708,"Western"
422622,"Western"
422605,"Western"
341001,"Northern"
341501,"Northern"
333032,"Northern"
333022,"Northern"
623404,"Southern"
623406,"Southern"
623529,"Southern"
590009,"Southern"
590003,"Southern"
402404,"Western"
402103,"Western"
402401,"Western"
402304,"Western"
341317,"Northern"
422602,"Western"
413723,"Western"
423604,"Western"
423607,"Western"
422603,"Western"
413712,"Western"
413722,"Western"
333302,"Northern"
331028,"Northern"
636104,"Southern"
636105,"Southern"
636107,"Southern"
636108,"Southern"
636109,"Southern"
636141,"Southern"
636112,"Southern"
636113,"Southern"
636114,"Southern"
636121,"Southern"
636115,"Southern"
636116,"Southern"
636117,"Southern"
313603,"Northern"
441105,"Western"
441106,"Western"
799277,"Eastern"
441303,"Western"
441113,"Western"
456665,"Central"
453001,"Central"
453220,"Central"
452020,"Central"
453115,"Central"
413703,"Western"
451660,"Central"
148021,"Northern"
148101,"Northern"
630602,"Southern"
630702,"Southern"
756144,"Eastern"
583105,"Southern"
313804,"Northern"
313022,"Northern"
313330,"Northern"
313329,"Northern"
313342,"Northern"
422608,"Western"
423603,"Western"
458880,"Central"
676307,"Southern"
676510,"Southern"
676108,"Southern"
679324,"Southern"
679326,"Southern"
676506,"Southern"
676507,"Southern"
673642,"Southern"
332742,"Northern"
332712,"Northern"
332714,"Northern"
490009,"Central"
453112,"Central"
453111,"Central"
465113,"Central"
465118,"Central"
441502,"Western"
458895,"Central"
458771,"Central"
413206,"Western"
413317,"Western"
413315,"Western"
483504,"Central"
486661,"Central"
486776,"Central"
486670,"Central"
403006,"Western"
484661,"Central"
484664,"Central"
676509,"Southern"
679325,"Southern"
673639,"Southern"
673634,"Southern"
679334,"Southern"
679322,"Southern"
679323,"Southern"
673645,"Southern"
679331,"Southern"
676541,"Southern"
307043,"Northern"
637215,"Southern"
638181,"Southern"
495455,"Central"
343039,"Northern"
442201,"Western"
442202,"Western"
442101,"Western"
464665,"Central"
464672,"Central"
464668,"Central"
679341,"Southern"
413736,"Western"
637501,"Southern"
636008,"Southern"
636201,"Southern"
636119,"Southern"
636110,"Southern"
636004,"Southern"
636103,"Southern"
636138,"Southern"
636015,"Southern"
636010,"Southern"
636139,"Southern"
636203,"Southern"
636142,"Southern"
642112,"Southern"
642113,"Southern"
642122,"Southern"
642206,"Southern"
642207,"Southern"
441107,"Western"
441306,"Western"
301402,"Northern"
301022,"Northern"
476001,"Central"
343001,"Northern"
307029,"Northern"
476111,"Central"
476219,"Central"
500038,"Southern"
797112,"Eastern"
797111,"Eastern"
797103,"Eastern"
797118,"Eastern"
797117,"Eastern"
797116,"Eastern"
798611,"Eastern"
797002,"Eastern"
403502,"Western"
583118,"Southern"
583275,"Southern"
423605,"Western"
209503,"Central"
209729,"Central"
209731,"Central"
209734,"Central"
209732,"Central"
209738,"Central"
402209,"Western"
402301,"Western"
402104,"Western"
402105,"Western"
402309,"Western"
402305,"Western"
402120,"Western"
410205,"Western"
402107,"Western"
151106,"Northern"
230401,"Central"
230204,"Central"
230132,"Central"
477117,"Central"
477222,"Central"
477557,"Central"
477441,"Central"
477105,"Central"
477555,"Central"
477335,"Central"
756182,"Eastern"
452016,"Central"
477333,"Central"
477331,"Central"
441203,"Western"
456222,"Central"
456771,"Central"
456313,"Central"
456331,"Central"
456550,"Central"
424102,"Western"
424202,"Western"
425420,"Western"
425401,"Western"
425003,"Western"
425105,"Western"
464570,"Central"
464881,"Central"
464774,"Central"
464884,"Central"
464990,"Central"
